QR_ID,Vendor_Code,Vendor_Name,Lot_Number,Date_of_Manufacture,Warranty_Expiry,Num_Inspections,Inspection_Records,In_Service_Failure,Failure_Date,Track_Section
QR0492,V002,Jindal Rail Infra,LOT1691,2025-01-31,2026-01-31,4,"[{'date': datetime.date(2025, 2, 23), 'result': 'Pass', 'wear': np.float64(19.89)}, {'date': datetime.date(2025, 4, 12), 'result': 'Pass', 'wear': np.float64(21.35)}, {'date': datetime.date(2025, 2, 10), 'result': 'Pass', 'wear': np.float64(26.1)}, {'date': datetime.date(2025, 3, 12), 'result': 'Pass', 'wear': np.float64(19.1)}]",No,,Heavy Load Zone
QR0493,V002,Jindal Rail Infra,LOT8113,2025-05-13,2028-05-13,2,"[{'date': datetime.date(2025, 7, 1), 'result': 'Pass', 'wear': np.float64(12.59)}, {'date': datetime.date(2025, 5, 13), 'result': 'Pass', 'wear': np.float64(21.73)}]",No,,Coastal Area
QR0494,V001,Tata Steel,LOT1688,2025-01-21,2030-01-21,3,"[{'date': datetime.date(2025, 8, 9), 'result': 'Pass', 'wear': np.float64(34.0)}, {'date': datetime.date(2025, 4, 3), 'result': 'Pass', 'wear': np.float64(13.67)}, {'date': datetime.date(2025, 4, 25), 'result': 'Pass', 'wear': np.float64(5.25)}]",No,,Plain
QR0495,V003,SAIL,LOT1983,2025-04-23,2026-04-23,4,"[{'date': datetime.date(2025, 6, 8), 'result': 'Pass', 'wear': np.float64(26.07)}, {'date': datetime.date(2025, 6, 26), 'result': 'Pass', 'wear': np.float64(13.8)}, {'date': datetime.date(2025, 7, 18), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 6, 3), 'result': 'Pass', 'wear': np.float64(23.47)}]",No,,Plain
QR0496,V003,SAIL,LOT8187,2025-01-25,2027-01-25,2,"[{'date': datetime.date(2025, 7, 28), 'result': 'Pass', 'wear': np.float64(9.65)}, {'date': datetime.date(2025, 4, 9), 'result': 'Pass', 'wear': np.float64(14.09)}]",No,,Heavy Load Zone
QR0497,V004,Bharat Forge,LOT8168,2025-02-06,2028-02-06,5,"[{'date': datetime.date(2025, 4, 19), 'result': 'Pass', 'wear': np.float64(18.32)}, {'date': datetime.date(2025, 7, 20), 'result': 'Pass', 'wear': np.float64(16.9)}, {'date': datetime.date(2025, 3, 12), 'result': 'Pass', 'wear': np.float64(22.09)}, {'date': datetime.date(2025, 7, 17), 'result': 'Pass', 'wear': np.float64(10.65)}, {'date': datetime.date(2025, 6, 2), 'result': 'Pass', 'wear': np.float64(20.13)}]",No,,Plain
QR0498,V002,Jindal Rail Infra,LOT2128,2023-09-22,2025-09-22,5,"[{'date': datetime.date(2024, 6, 17), 'result': 'Pass', 'wear': np.float64(12.4)}, {'date': datetime.date(2024, 10, 10), 'result': 'Pass', 'wear': np.float64(22.39)}, {'date': datetime.date(2024, 2, 15), 'result': 'Pass', 'wear': np.float64(21.15)}, {'date': datetime.date(2024, 1, 4), 'result': 'Pass', 'wear': np.float64(5.65)}, {'date': datetime.date(2025, 2, 19), 'result': 'Pass', 'wear': np.float64(25.86)}]",No,,Coastal Area
QR0499,V001,Tata Steel,LOT6965,2024-08-08,2026-08-08,4,"[{'date': datetime.date(2025, 1, 22), 'result': 'Pass', 'wear': np.float64(9.64)}, {'date': datetime.date(2025, 2, 13), 'result': 'Pass', 'wear': np.float64(23.08)}, {'date': datetime.date(2024, 12, 31), 'result': 'Pass', 'wear': np.float64(18.67)}, {'date': datetime.date(2025, 9, 3), 'result': 'Pass', 'wear': np.float64(33.38)}]",No,,Urban Metro
QR0500,V005,Reliance Infra,LOT3525,2023-11-25,2026-11-25,4,"[{'date': datetime.date(2024, 11, 2), 'result': 'Pass', 'wear': np.float64(12.77)}, {'date': datetime.date(2024, 1, 4), 'result': 'Pass', 'wear': np.float64(11.51)}, {'date': datetime.date(2025, 6, 30), 'result': 'Pass', 'wear': np.float64(14.81)}, {'date': datetime.date(2024, 4, 24), 'result': 'Pass', 'wear': np.float64(11.97)}]",Yes,2024-12-07,Coastal Area
QR0501,V002,Jindal Rail Infra,LOT1512,2025-05-21,2027-05-21,2,"[{'date': datetime.date(2025, 7, 2), 'result': 'Pass', 'wear': np.float64(23.0)}, {'date': datetime.date(2025, 8, 26), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Urban Metro
QR0502,V004,Bharat Forge,LOT9615,2025-04-18,2028-04-18,2,"[{'date': datetime.date(2025, 8, 23), 'result': 'Pass', 'wear': np.float64(4.46)}, {'date': datetime.date(2025, 7, 16), 'result': 'Pass', 'wear': np.float64(4.32)}]",No,,Coastal Area
QR0503,V004,Bharat Forge,LOT2310,2024-05-18,2029-05-18,2,"[{'date': datetime.date(2024, 7, 16), 'result': 'Pass', 'wear': np.float64(24.5)}, {'date': datetime.date(2025, 1, 4), 'result': 'Pass', 'wear': np.float64(32.11)}]",No,,Hilly Terrain
QR0504,V001,Tata Steel,LOT5355,2024-02-22,2025-02-22,2,"[{'date': datetime.date(2024, 3, 20), 'result': 'Pass', 'wear': np.float64(13.96)}, {'date': datetime.date(2025, 2, 5), 'result': 'Pass', 'wear': np.float64(13.31)}]",No,,Plain
QR0505,V001,Tata Steel,LOT2658,2023-11-01,2025-11-01,5,"[{'date': datetime.date(2025, 6, 8), 'result': 'Pass', 'wear': np.float64(15.7)}, {'date': datetime.date(2025, 3, 3), 'result': 'Pass', 'wear': np.float64(26.62)}, {'date': datetime.date(2025, 8, 21), 'result': 'Pass', 'wear': np.float64(5.73)}, {'date': datetime.date(2024, 10, 27), 'result': 'Pass', 'wear': np.float64(17.38)}, {'date': datetime.date(2023, 11, 30), 'result': 'Pass', 'wear': np.float64(24.75)}]",No,,Urban Metro
QR0506,V001,Tata Steel,LOT6864,2023-11-01,2028-11-01,5,"[{'date': datetime.date(2025, 8, 25), 'result': 'Pass', 'wear': np.float64(20.01)}, {'date': datetime.date(2025, 6, 29), 'result': 'Pass', 'wear': np.float64(16.9)}, {'date': datetime.date(2024, 5, 29), 'result': 'Pass', 'wear': np.float64(25.01)}, {'date': datetime.date(2024, 10, 1), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 6, 28), 'result': 'Pass', 'wear': np.float64(21.78)}]",No,,Plain
QR0507,V004,Bharat Forge,LOT6772,2024-04-25,2027-04-25,4,"[{'date': datetime.date(2025, 1, 16), 'result': 'Pass', 'wear': np.float64(8.46)}, {'date': datetime.date(2025, 1, 10), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 3, 17), 'result': 'Pass', 'wear': np.float64(20.11)}, {'date': datetime.date(2025, 1, 22), 'result': 'Pass', 'wear': np.float64(28.74)}]",No,,Coastal Area
QR0508,V005,Reliance Infra,LOT9939,2025-08-06,2027-08-06,5,"[{'date': datetime.date(2025, 8, 14), 'result': 'Pass', 'wear': np.float64(13.63)}, {'date': datetime.date(2025, 8, 18), 'result': 'Fail', 'wear': np.float64(24.53)}, {'date': datetime.date(2025, 8, 18), 'result': 'Pass', 'wear': np.float64(31.12)}, {'date': datetime.date(2025, 8, 19), 'result': 'Fail', 'wear': np.float64(28.15)}, {'date': datetime.date(2025, 8, 8), 'result': 'Pass', 'wear': np.float64(31.4)}]",No,,Heavy Load Zone
QR0509,V003,SAIL,LOT1267,2024-10-10,2026-10-10,4,"[{'date': datetime.date(2025, 2, 6), 'result': 'Pass', 'wear': np.float64(22.42)}, {'date': datetime.date(2024, 11, 1), 'result': 'Fail', 'wear': np.float64(15.75)}, {'date': datetime.date(2025, 5, 15), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 12, 14), 'result': 'Pass', 'wear': np.float64(12.54)}]",No,,Hilly Terrain
QR0510,V005,Reliance Infra,LOT9376,2025-01-20,2027-01-20,2,"[{'date': datetime.date(2025, 3, 10), 'result': 'Pass', 'wear': np.float64(6.57)}, {'date': datetime.date(2025, 5, 1), 'result': 'Pass', 'wear': np.float64(36.71)}]",No,,Hilly Terrain
QR0511,V005,Reliance Infra,LOT5093,2024-09-07,2026-09-07,4,"[{'date': datetime.date(2025, 7, 13), 'result': 'Pass', 'wear': np.float64(13.24)}, {'date': datetime.date(2025, 3, 12), 'result': 'Pass', 'wear': np.float64(16.23)}, {'date': datetime.date(2025, 4, 24), 'result': 'Pass', 'wear': np.float64(20.51)}, {'date': datetime.date(2025, 9, 3), 'result': 'Fail', 'wear': np.float64(15.44)}]",No,,Hilly Terrain
QR0512,V004,Bharat Forge,LOT3832,2025-08-06,2030-08-06,2,"[{'date': datetime.date(2025, 9, 2), 'result': 'Pass', 'wear': np.float64(31.95)}, {'date': datetime.date(2025, 8, 9), 'result': 'Pass', 'wear': np.float64(8.77)}]",No,,Plain
QR0513,V004,Bharat Forge,LOT2285,2025-07-08,2026-07-08,4,"[{'date': datetime.date(2025, 7, 25), 'result': 'Pass', 'wear': np.float64(16.95)}, {'date': datetime.date(2025, 8, 3), 'result': 'Pass', 'wear': np.float64(7.58)}, {'date': datetime.date(2025, 7, 15), 'result': 'Pass', 'wear': np.float64(1.8)}, {'date': datetime.date(2025, 9, 3), 'result': 'Pass', 'wear': np.float64(8.88)}]",No,,Coastal Area
QR0514,V005,Reliance Infra,LOT1187,2025-07-31,2030-07-31,2,"[{'date': datetime.date(2025, 8, 24), 'result': 'Pass', 'wear': np.float64(14.63)}, {'date': datetime.date(2025, 8, 9), 'result': 'Pass', 'wear': np.float64(10.71)}]",No,,Coastal Area
QR0515,V003,SAIL,LOT9231,2025-02-14,2027-02-14,3,"[{'date': datetime.date(2025, 6, 10), 'result': 'Pass', 'wear': np.float64(8.08)}, {'date': datetime.date(2025, 6, 8), 'result': 'Pass', 'wear': np.float64(0.94)}, {'date': datetime.date(2025, 2, 24), 'result': 'Pass', 'wear': np.float64(14.17)}]",No,,Plain
QR0516,V005,Reliance Infra,LOT9269,2024-04-13,2025-04-13,3,"[{'date': datetime.date(2024, 4, 21), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 12, 23), 'result': 'Pass', 'wear': np.float64(22.6)}, {'date': datetime.date(2024, 12, 11), 'result': 'Pass', 'wear': np.float64(15.82)}]",No,,Urban Metro
QR0517,V005,Reliance Infra,LOT1807,2025-08-20,2030-08-20,4,"[{'date': datetime.date(2025, 9, 1), 'result': 'Pass', 'wear': np.float64(0.42)}, {'date': datetime.date(2025, 8, 24), 'result': 'Pass', 'wear': np.float64(11.91)}, {'date': datetime.date(2025, 9, 5), 'result': 'Pass', 'wear': np.float64(7.48)}, {'date': datetime.date(2025, 8, 30), 'result': 'Pass', 'wear': np.float64(18.19)}]",No,,Plain
QR0518,V002,Jindal Rail Infra,LOT8993,2023-11-06,2028-11-06,3,"[{'date': datetime.date(2025, 6, 18), 'result': 'Pass', 'wear': np.float64(28.4)}, {'date': datetime.date(2025, 5, 31), 'result': 'Fail', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 4, 7), 'result': 'Pass', 'wear': np.float64(16.15)}]",No,,Hilly Terrain
QR0519,V004,Bharat Forge,LOT6298,2025-01-05,2026-01-05,2,"[{'date': datetime.date(2025, 4, 12), 'result': 'Pass', 'wear': np.float64(13.4)}, {'date': datetime.date(2025, 4, 9), 'result': 'Pass', 'wear': np.float64(21.71)}]",No,,Hilly Terrain
QR0520,V003,SAIL,LOT1396,2023-09-07,2026-09-07,3,"[{'date': datetime.date(2025, 6, 8), 'result': 'Fail', 'wear': np.float64(17.13)}, {'date': datetime.date(2023, 11, 23), 'result': 'Pass', 'wear': np.float64(7.48)}, {'date': datetime.date(2024, 3, 12), 'result': 'Fail', 'wear': np.float64(11.81)}]",No,,Coastal Area
QR0521,V004,Bharat Forge,LOT1735,2024-03-01,2026-03-01,3,"[{'date': datetime.date(2024, 7, 1), 'result': 'Pass', 'wear': np.float64(7.04)}, {'date': datetime.date(2025, 4, 30), 'result': 'Pass', 'wear': np.float64(25.76)}, {'date': datetime.date(2024, 3, 11), 'result': 'Pass', 'wear': np.float64(15.21)}]",No,,Heavy Load Zone
QR0522,V002,Jindal Rail Infra,LOT3419,2024-06-06,2027-06-06,2,"[{'date': datetime.date(2024, 10, 8), 'result': 'Pass', 'wear': np.float64(34.01)}, {'date': datetime.date(2024, 7, 27), 'result': 'Pass', 'wear': np.float64(14.39)}]",No,,Urban Metro
QR0523,V001,Tata Steel,LOT6437,2025-07-02,2027-07-02,3,"[{'date': datetime.date(2025, 7, 21), 'result': 'Pass', 'wear': np.float64(7.92)}, {'date': datetime.date(2025, 7, 21), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 8, 11), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Coastal Area
QR0524,V001,Tata Steel,LOT7170,2023-12-31,2024-12-31,4,"[{'date': datetime.date(2024, 8, 9), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 6, 5), 'result': 'Pass', 'wear': np.float64(17.67)}, {'date': datetime.date(2024, 8, 14), 'result': 'Pass', 'wear': np.float64(20.09)}, {'date': datetime.date(2025, 7, 26), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Heavy Load Zone
QR0525,V001,Tata Steel,LOT7367,2025-03-28,2028-03-28,4,"[{'date': datetime.date(2025, 7, 9), 'result': 'Pass', 'wear': np.float64(23.95)}, {'date': datetime.date(2025, 4, 25), 'result': 'Pass', 'wear': np.float64(10.17)}, {'date': datetime.date(2025, 4, 16), 'result': 'Pass', 'wear': np.float64(16.47)}, {'date': datetime.date(2025, 5, 11), 'result': 'Pass', 'wear': np.float64(31.12)}]",No,,Urban Metro
QR0526,V005,Reliance Infra,LOT2631,2024-04-20,2027-04-20,5,"[{'date': datetime.date(2024, 7, 31), 'result': 'Pass', 'wear': np.float64(23.97)}, {'date': datetime.date(2024, 7, 8), 'result': 'Pass', 'wear': np.float64(12.31)}, {'date': datetime.date(2024, 11, 10), 'result': 'Pass', 'wear': np.float64(6.09)}, {'date': datetime.date(2024, 11, 12), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 5, 19), 'result': 'Pass', 'wear': np.float64(7.81)}]",No,,Heavy Load Zone
QR0527,V001,Tata Steel,LOT5053,2024-09-23,2027-09-23,4,"[{'date': datetime.date(2025, 1, 3), 'result': 'Pass', 'wear': np.float64(12.89)}, {'date': datetime.date(2025, 6, 4), 'result': 'Pass', 'wear': np.float64(5.13)}, {'date': datetime.date(2025, 5, 23), 'result': 'Pass', 'wear': np.float64(13.69)}, {'date': datetime.date(2025, 7, 26), 'result': 'Pass', 'wear': np.float64(15.77)}]",No,,Hilly Terrain
QR0528,V002,Jindal Rail Infra,LOT9212,2025-04-08,2028-04-08,2,"[{'date': datetime.date(2025, 5, 10), 'result': 'Pass', 'wear': np.float64(12.75)}, {'date': datetime.date(2025, 4, 16), 'result': 'Pass', 'wear': np.float64(8.5)}]",No,,Heavy Load Zone
QR0529,V005,Reliance Infra,LOT5590,2024-04-15,2026-04-15,3,"[{'date': datetime.date(2024, 8, 3), 'result': 'Pass', 'wear': np.float64(16.69)}, {'date': datetime.date(2024, 9, 19), 'result': 'Pass', 'wear': np.float64(19.42)}, {'date': datetime.date(2024, 6, 24), 'result': 'Pass', 'wear': np.float64(4.1)}]",No,,Plain
QR0530,V005,Reliance Infra,LOT4726,2025-08-02,2030-08-02,3,"[{'date': datetime.date(2025, 8, 31), 'result': 'Pass', 'wear': np.float64(29.11)}, {'date': datetime.date(2025, 8, 31), 'result': 'Pass', 'wear': np.float64(14.01)}, {'date': datetime.date(2025, 8, 29), 'result': 'Pass', 'wear': np.float64(15.19)}]",No,,Urban Metro
QR0531,V005,Reliance Infra,LOT3158,2024-11-10,2026-11-10,3,"[{'date': datetime.date(2025, 1, 7), 'result': 'Pass', 'wear': np.float64(22.08)}, {'date': datetime.date(2025, 1, 16), 'result': 'Pass', 'wear': np.float64(17.33)}, {'date': datetime.date(2024, 12, 26), 'result': 'Pass', 'wear': np.float64(24.53)}]",No,,Plain
QR0532,V002,Jindal Rail Infra,LOT8046,2023-09-11,2025-09-11,3,"[{'date': datetime.date(2024, 10, 2), 'result': 'Pass', 'wear': np.float64(17.87)}, {'date': datetime.date(2024, 1, 21), 'result': 'Pass', 'wear': np.float64(8.88)}, {'date': datetime.date(2025, 3, 19), 'result': 'Fail', 'wear': np.float64(18.62)}]",No,,Hilly Terrain
QR0533,V002,Jindal Rail Infra,LOT1483,2025-02-28,2028-02-28,5,"[{'date': datetime.date(2025, 8, 5), 'result': 'Fail', 'wear': np.float64(3.56)}, {'date': datetime.date(2025, 7, 18), 'result': 'Pass', 'wear': np.float64(16.09)}, {'date': datetime.date(2025, 8, 4), 'result': 'Pass', 'wear': np.float64(14.67)}, {'date': datetime.date(2025, 9, 4), 'result': 'Pass', 'wear': np.float64(12.92)}, {'date': datetime.date(2025, 5, 22), 'result': 'Pass', 'wear': np.float64(13.71)}]",No,,Coastal Area
QR0534,V002,Jindal Rail Infra,LOT2749,2025-08-28,2027-08-28,3,"[{'date': datetime.date(2025, 9, 4), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 9, 5), 'result': 'Fail', 'wear': np.float64(9.51)}, {'date': datetime.date(2025, 9, 4), 'result': 'Pass', 'wear': np.float64(15.93)}]",No,,Plain
QR0535,V002,Jindal Rail Infra,LOT4804,2023-12-27,2025-12-27,2,"[{'date': datetime.date(2024, 3, 30), 'result': 'Pass', 'wear': np.float64(16.6)}, {'date': datetime.date(2024, 2, 13), 'result': 'Pass', 'wear': np.float64(4.72)}]",No,,Plain
QR0536,V005,Reliance Infra,LOT8680,2024-07-01,2027-07-01,3,"[{'date': datetime.date(2025, 5, 15), 'result': 'Pass', 'wear': np.float64(27.66)}, {'date': datetime.date(2025, 4, 20), 'result': 'Pass', 'wear': np.float64(6.34)}, {'date': datetime.date(2025, 1, 1), 'result': 'Pass', 'wear': np.float64(24.69)}]",No,,Heavy Load Zone
QR0537,V004,Bharat Forge,LOT1245,2024-02-12,2027-02-12,5,"[{'date': datetime.date(2025, 7, 29), 'result': 'Pass', 'wear': np.float64(19.27)}, {'date': datetime.date(2024, 7, 3), 'result': 'Pass', 'wear': np.float64(8.54)}, {'date': datetime.date(2024, 7, 27), 'result': 'Pass', 'wear': np.float64(32.75)}, {'date': datetime.date(2024, 7, 27), 'result': 'Pass', 'wear': np.float64(3.06)}, {'date': datetime.date(2025, 6, 24), 'result': 'Pass', 'wear': np.float64(24.19)}]",No,,Urban Metro
QR0538,V005,Reliance Infra,LOT9027,2025-04-29,2028-04-29,5,"[{'date': datetime.date(2025, 5, 8), 'result': 'Pass', 'wear': np.float64(25.01)}, {'date': datetime.date(2025, 7, 9), 'result': 'Pass', 'wear': np.float64(8.29)}, {'date': datetime.date(2025, 5, 20), 'result': 'Pass', 'wear': np.float64(28.92)}, {'date': datetime.date(2025, 7, 7), 'result': 'Pass', 'wear': np.float64(12.5)}, {'date': datetime.date(2025, 8, 15), 'result': 'Pass', 'wear': np.float64(17.89)}]",No,,Urban Metro
QR0539,V005,Reliance Infra,LOT9784,2024-08-14,2025-08-14,2,"[{'date': datetime.date(2025, 8, 19), 'result': 'Pass', 'wear': np.float64(17.6)}, {'date': datetime.date(2024, 12, 8), 'result': 'Pass', 'wear': np.float64(13.66)}]",Yes,2025-02-27,Coastal Area
QR0540,V005,Reliance Infra,LOT9812,2024-06-08,2029-06-08,2,"[{'date': datetime.date(2025, 9, 3), 'result': 'Pass', 'wear': np.float64(23.11)}, {'date': datetime.date(2025, 6, 20), 'result': 'Pass', 'wear': np.float64(22.93)}]",No,,Heavy Load Zone
QR0541,V002,Jindal Rail Infra,LOT5770,2024-12-26,2029-12-26,5,"[{'date': datetime.date(2025, 4, 2), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 4, 4), 'result': 'Pass', 'wear': np.float64(28.04)}, {'date': datetime.date(2025, 2, 24), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 7, 22), 'result': 'Pass', 'wear': np.float64(25.33)}, {'date': datetime.date(2025, 5, 28), 'result': 'Pass', 'wear': np.float64(26.27)}]",No,,Plain
QR0542,V002,Jindal Rail Infra,LOT8595,2024-06-28,2029-06-28,2,"[{'date': datetime.date(2024, 9, 14), 'result': 'Pass', 'wear': np.float64(4.09)}, {'date': datetime.date(2025, 6, 20), 'result': 'Pass', 'wear': np.float64(10.89)}]",No,,Plain
QR0543,V002,Jindal Rail Infra,LOT7440,2024-04-21,2029-04-21,4,"[{'date': datetime.date(2024, 6, 5), 'result': 'Pass', 'wear': np.float64(3.94)}, {'date': datetime.date(2025, 6, 8), 'result': 'Pass', 'wear': np.float64(12.85)}, {'date': datetime.date(2025, 6, 27), 'result': 'Pass', 'wear': np.float64(11.92)}, {'date': datetime.date(2025, 3, 5), 'result': 'Pass', 'wear': np.float64(22.8)}]",No,,Urban Metro
QR0544,V001,Tata Steel,LOT5097,2025-02-19,2028-02-19,3,"[{'date': datetime.date(2025, 6, 19), 'result': 'Pass', 'wear': np.float64(28.1)}, {'date': datetime.date(2025, 6, 6), 'result': 'Pass', 'wear': np.float64(28.96)}, {'date': datetime.date(2025, 6, 18), 'result': 'Pass', 'wear': np.float64(9.38)}]",No,,Hilly Terrain
QR0545,V001,Tata Steel,LOT9582,2024-12-25,2029-12-25,3,"[{'date': datetime.date(2025, 2, 1), 'result': 'Pass', 'wear': np.float64(12.91)}, {'date': datetime.date(2025, 8, 4), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 2, 5), 'result': 'Pass', 'wear': np.float64(6.94)}]",No,,Plain
QR0546,V002,Jindal Rail Infra,LOT3656,2024-05-20,2026-05-20,3,"[{'date': datetime.date(2025, 4, 28), 'result': 'Pass', 'wear': np.float64(24.65)}, {'date': datetime.date(2025, 7, 16), 'result': 'Pass', 'wear': np.float64(31.16)}, {'date': datetime.date(2025, 8, 8), 'result': 'Pass', 'wear': np.float64(2.66)}]",No,,Urban Metro
QR0547,V003,SAIL,LOT3960,2024-01-02,2025-01-02,3,"[{'date': datetime.date(2025, 6, 12), 'result': 'Fail', 'wear': np.float64(9.08)}, {'date': datetime.date(2025, 8, 4), 'result': 'Pass', 'wear': np.float64(14.74)}, {'date': datetime.date(2024, 6, 3), 'result': 'Pass', 'wear': np.float64(17.8)}]",Yes,2024-02-15,Urban Metro
QR0548,V004,Bharat Forge,LOT9904,2024-03-20,2025-03-20,5,"[{'date': datetime.date(2024, 12, 11), 'result': 'Pass', 'wear': np.float64(6.9)}, {'date': datetime.date(2024, 6, 30), 'result': 'Pass', 'wear': np.float64(19.24)}, {'date': datetime.date(2024, 11, 24), 'result': 'Pass', 'wear': np.float64(10.26)}, {'date': datetime.date(2024, 11, 26), 'result': 'Pass', 'wear': np.float64(14.86)}, {'date': datetime.date(2025, 4, 6), 'result': 'Pass', 'wear': np.float64(20.46)}]",No,,Coastal Area
QR0549,V005,Reliance Infra,LOT5556,2025-02-07,2027-02-07,2,"[{'date': datetime.date(2025, 7, 27), 'result': 'Pass', 'wear': np.float64(15.06)}, {'date': datetime.date(2025, 5, 13), 'result': 'Pass', 'wear': np.float64(10.64)}]",No,,Coastal Area
QR0550,V001,Tata Steel,LOT5889,2023-12-27,2026-12-27,2,"[{'date': datetime.date(2025, 3, 17), 'result': 'Pass', 'wear': np.float64(13.9)}, {'date': datetime.date(2024, 1, 6), 'result': 'Pass', 'wear': np.float64(14.12)}]",No,,Hilly Terrain
QR0551,V005,Reliance Infra,LOT3906,2025-04-26,2030-04-26,4,"[{'date': datetime.date(2025, 7, 15), 'result': 'Fail', 'wear': np.float64(11.3)}, {'date': datetime.date(2025, 6, 27), 'result': 'Pass', 'wear': np.float64(12.41)}, {'date': datetime.date(2025, 8, 14), 'result': 'Pass', 'wear': np.float64(30.99)}, {'date': datetime.date(2025, 6, 25), 'result': 'Pass', 'wear': np.float64(20.61)}]",No,,Heavy Load Zone
QR0552,V004,Bharat Forge,LOT2063,2025-03-16,2028-03-16,5,"[{'date': datetime.date(2025, 5, 26), 'result': 'Pass', 'wear': np.float64(12.05)}, {'date': datetime.date(2025, 5, 15), 'result': 'Pass', 'wear': np.float64(21.97)}, {'date': datetime.date(2025, 5, 5), 'result': 'Pass', 'wear': np.float64(11.66)}, {'date': datetime.date(2025, 5, 27), 'result': 'Pass', 'wear': np.float64(26.73)}, {'date': datetime.date(2025, 5, 15), 'result': 'Pass', 'wear': np.float64(18.7)}]",No,,Plain
